# Simulation 1 (Up to date)
# 1236 data points written for 16 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mach number (​)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.002,-1.876e-5,-0.019,-9.378,0,0,0,0,45,0,9.806,90.566,0,0,0,0.006
0.004,-1.704e-5,-0.017,-8.521,0,0,0,0,45,0,9.806,90.512,0,0,0,0.006
0.006,-1.533e-5,-0.015,-7.665,0,0,0,0,45,0,9.806,90.459,0,0,0,0.006
0.008,-1.362e-5,-0.014,-6.808,0,0,0,0,45,0,9.806,90.407,0,0,0,0.006
0.01,-1.19e-5,-0.012,-5.952,0,0,0,0,45,0,9.806,90.354,0,0,0,0.006
0.012,-1.019e-5,-0.01,-5.095,0,0,0,0,45,0,9.806,90.302,0,0,0,0.006
0.014,-8.477e-6,-0.008,-4.238,0,0,0,0,45,0,9.806,90.25,0,0,0,0.006
0.016,-6.764e-6,-0.007,-3.382,0,0,0,0,45,0,9.806,90.199,0,0,0,0.006
0.018,-5.05e-6,-0.005,-2.525,0,0,0,0,45,0,9.806,90.148,0,0,0,0.006
0.02,-3.337e-6,-0.003,-1.668,0,0,0,0,45,0,9.806,90.098,0,0,0,0.006
0.022,-1.623e-6,-0.002,-0.812,0,0,0,0,45,0,9.806,90.047,0,0,0,0.006
0.024,9.038e-8,9.043e-5,0.045,0,0,0,0,45,0,9.806,89.997,0,0,0,0.006
0.026,2.075e-6,0.002,0.902,0,0,0,0,45,0,9.806,89.945,0,0,0,0.006
0.028,9.382e-6,0.005,1.759,0,0,0,0,45,0,9.806,89.844,0,0,0,0.006
0.03,2.544e-5,0.011,2.616,0,0,0,0,45,0,9.806,89.694,0,0,0,0.006
0.032,5.39e-5,0.018,3.589,0,0,0,0,45,0,9.806,89.489,0,0,0,0.006
0.034,1.001e-4,0.028,5.261,0,0,0,0,45,0,9.806,89.19,0,0,0,0.006
0.036,1.708e-4,0.042,7.048,0,0,0,0,45,0,9.806,88.791,0,0,0,0.006
0.038,2.734e-4,0.06,8.836,0,0,0,0,45,0,9.806,88.294,0,0,0,0.006
0.04,4.148e-4,0.081,10.624,0,0,0,0,45,0,9.806,87.699,0,0,0,0.006
0.042,6.024e-4,0.106,12.413,0,0,0,0,45,0,9.806,87.007,0,0,0,0.006
0.044,8.431e-4,0.135,14.202,0,0,0,0,45,0,9.806,86.221,0,0,0,0.006
0.046,0.001,0.167,15.992,0,0,0,0,45,0,9.806,85.341,0,0,0,0.006
0.048,0.002,0.202,17.781,0,0,0,0,45,0,9.806,84.371,0,0,0,0.006
0.05,0.002,0.241,19.571,0,0,0,0,45,0,9.806,83.311,0,0,0,0.006
0.052,0.002,0.284,21.362,0,0,0,0,45,0,9.806,82.141,0,0,0,0.006
0.054,0.003,0.33,23.153,0,0,0,0,45,0,9.806,80.879,0,0,0,0.006
0.056,0.004,0.38,24.944,0,0,0,0,45,0,9.806,79.531,0,0,0,0.006
0.058,0.005,0.434,26.735,0,0,0,0,45,0,9.806,78.098,0,0,0,0.006
0.06,0.006,0.491,28.527,0,0,0,0,45,0,9.806,76.586,0,0,0,0.006
0.062,0.007,0.551,30.319,0,0,0,0,45,0,9.806,75,0,0,0,0.006
0.064,0.008,0.616,32.111,0,0,0,0,45,0,9.806,73.346,0,0,0,0.006
0.066,0.009,0.683,33.904,0,0,0,0,45,0,9.806,71.63,0,0,0,0.006
0.068,0.01,0.755,35.697,0,0,0,0,45,0,9.806,69.859,0,0,0,0.006
0.07,0.012,0.83,37.49,0,0,0,0,45,0,9.806,68.041,0,0,0,0.007
0.072,0.014,0.908,39.283,0,0,0,0,45,0,9.806,66.186,0,0,0,0.007
0.074,0.016,0.99,41.077,0,0,0,0,45,0,9.806,64.301,0,0,0,0.007
0.076,0.018,1.076,42.871,0,0,0,0,45,0,9.806,62.395,0,0,0,0.007
# Event LIFTOFF occurred at t=0.078 seconds
0.078,0.02,1.165,44.665,0,0,0,0,45,0,9.806,60.478,0,0,0,0.007
0.08,0.022,1.258,46.46,0,0,0,0,45,0,9.806,58.559,0,0,0,0.007
0.082,0.025,1.355,48.254,0,0,0,0,45,0,9.806,56.645,0,0,0,0.007
0.084,0.028,1.455,50.049,0,0,0,0,45,0,9.806,54.745,0,0,0,0.007
0.086,0.031,1.559,51.844,0,0,0,0,45,0,9.806,52.867,0,0,0,0.008
0.088,0.034,1.666,53.639,0,0,0,0,45,0,9.806,51.017,0,0,0,0.008
0.09,0.038,1.777,55.435,0,0,0,0,45,0,9.806,49.202,0,0,0,0.008
0.092,0.041,1.891,57.23,0,0,0,0,45,0,9.806,47.427,0,0,0,0.008
0.094,0.045,2.011,59.672,0,0,0,0,45,0,9.806,45.678,0,0,0,0.008
0.096,0.049,2.136,62.75,0,0,0,0,45,0,9.806,43.945,0,0,0,0.009
0.098,0.054,2.268,65.829,0,0,0,0,45,0,9.806,42.237,0,0,0,0.009
0.1,0.058,2.406,68.91,0,0,0,0,45,0,9.806,40.561,0,0,0,0.009
0.102,0.063,2.549,71.992,0,0,0,0,45,0,9.806,38.933,0,0,0,0.01
0.104,0.069,2.7,75.075,0,0,0,0,45,0,9.806,37.35,0,0,0,0.01
0.106,0.074,2.856,78.16,0,0,0,0,45,0,9.806,35.816,0,0,0,0.01
0.108,0.08,3.018,81.245,0,0,0,0,45,0,9.806,34.334,0,0,0,0.011
0.11,0.086,3.187,84.332,0,0,0,0,45,0,9.806,32.907,0,0,0,0.011
0.112,0.093,3.362,87.42,0,0,0,0,45,0,9.806,31.536,0,0,0,0.012
0.114,0.1,3.543,90.51,0,0,0,0,45,0,9.806,30.221,0,0,0,0.012
0.116,0.107,3.73,93.6,0,0,0,0,45,0,9.806,28.962,0,0,0,0.013
0.118,0.115,3.923,96.691,0,0,0,0,45,0,9.806,27.76,0,0,0,0.013
0.12,0.123,4.123,99.784,0,0,0,0,45,0,9.806,26.612,0,0,0,0.014
0.122,0.131,4.329,102.878,0,0,0,0,45,0,9.806,25.519,0,0,0,0.014
0.124,0.14,4.541,105.973,0,0,0,0,45,0,9.806,24.477,0,0,0,0.015
0.126,0.149,4.759,109.069,0,0,0,0,45,0,9.806,23.486,0,0,0,0.015
0.128,0.159,4.983,112.167,0,0,0,0,45,0,9.806,22.543,0,0,0,0.016
0.13,0.169,5.214,115.265,0,0,0,0,45,0,9.806,21.647,0,0,0,0.016
0.132,0.18,5.45,118.365,0,0,0,0,45,0,9.806,20.795,0,0,0,0.017
0.134,0.191,5.693,121.465,0,0,0,0,45,0,9.806,19.985,0,0,0,0.018
0.136,0.203,5.942,124.567,0,0,0,0,45,0,9.806,19.216,0,0,0,0.018
0.138,0.215,6.198,127.67,0,0,0,0,45,0,9.806,18.485,0,0,0,0.019
0.14,0.227,6.459,130.677,0,0,0,0,45,0,9.806,17.79,0,0,0,0.02
0.142,0.241,6.725,133.053,0,0,0,0,45,0,9.806,17.134,0,0,0,0.021
0.144,0.254,6.996,135.323,0,0,0,0,45,0,9.806,16.513,0,0,0,0.021
0.146,0.269,7.271,137.594,0,0,0,0,45,0,9.806,15.925,0,0,0,0.022
0.148,0.283,7.55,139.867,0,0,0,0,45,0,9.806,15.368,0,0,0,0.023
0.15,0.299,7.835,142.141,0,0,0,0,45,0,9.806,14.84,0,0,0,0.024
0.152,0.315,8.123,144.417,0,0,0,0,45,0,9.806,14.326,0,0,0,0.025
0.154,0.331,8.417,146.694,0,0,0,0,45,0,9.806,13.839,0,0,0,0.025
0.156,0.348,8.715,148.973,0,0,0,0,45,0,9.806,13.375,0,0,0,0.026
0.158,0.366,9.017,151.253,0,0,0,0,45,0,9.806,12.934,0,0,0,0.027
0.16,0.384,9.324,153.535,0,0,0,0,45,0,9.806,12.514,0,0,0,0.028
0.162,0.403,9.636,155.818,0,0,0,0,45,0,9.806,12.115,0,0,0,0.029
0.164,0.423,9.952,158.103,0,0,0,0,45,0,9.806,11.734,0,0,0,0.03
0.166,0.443,10.273,160.389,0,0,0,0,45,0,9.806,11.37,0,0,0,0.031
0.168,0.464,10.598,162.676,0,0,0,0,45,0,9.806,11.023,0,0,0,0.032
0.17,0.486,10.928,164.964,0,0,0,0,45,0,9.806,10.692,0,0,0,0.033
0.172,0.508,11.262,167.254,0,0,0,0,45,0,9.806,10.375,0,0,0,0.034
0.174,0.531,11.601,169.545,0,0,0,0,45,0,9.806,10.072,0,0,0,0.035
0.176,0.554,11.945,171.837,0,0,0,0,45,0,9.806,9.782,0,0,0,0.036
0.178,0.578,12.293,174.13,0,0,0,0,45,0,9.806,9.504,0,0,0,0.037
0.18,0.603,12.646,176.422,0,0,0,0,45,0,9.806,9.238,0,0,0,0.038
0.182,0.629,13.003,178.715,0,0,0,0,45,0,9.806,8.983,0,0,0,0.039
0.184,0.655,13.365,181.01,0,0,0,0,45,0,9.806,8.738,0,0,0,0.04
0.186,0.683,13.732,183.305,0,0,0,0,45,0,9.806,8.503,0,0,0,0.041
0.188,0.71,14.103,185.601,0,0,0,0,45,0,9.806,8.278,0,0,0,0.042
0.19,0.739,14.479,187.899,0,0,0,0,45,0,9.806,8.061,0,0,0,0.043
0.192,0.768,14.859,190.197,0,0,0,0,45,0,9.806,7.852,0,0,0,0.044
0.194,0.798,15.237,189.15,0,0,0,0,45,0,9.806,7.655,0,0,0,0.045
0.196,0.829,15.607,184.749,0,0,0,0,45,0,9.806,7.471,0,0,0,0.046
0.198,0.861,15.967,180.344,0,0,0,0,45,0,9.806,7.3,0,0,0,0.047
0.2,0.893,16.319,175.936,0,0,0,0,45,0,9.806,7.14,0,0,0,0.048
0.202,0.926,16.662,171.523,0,0,0,0,45,0,9.806,6.992,0,0,0,0.049
0.204,0.96,16.996,167.107,0,0,0,0,45,0,9.806,6.854,0,0,0,0.05
0.206,0.994,17.322,162.687,0,0,0,0,45,0,9.806,6.725,0,0,0,0.051
# Event LAUNCHROD occurred at t=0.208 seconds
0.208,1.029,17.638,158.264,0,0,0,0,45,0,9.806,6.603,0,0,0,0.052
0.211,1.083,18.096,152.441,1.011e-5,-180,0.007,2.268,45,0,9.806,6.413,0,1.12,-1.591e-4,0.053
0.216,1.165,18.739,142.597,6.359e-5,-180,0.017,2.293,45,0,9.806,6.151,0,2.854,2.837e-4,0.055
0.222,1.295,19.604,127.706,2.309e-4,-180,0.033,2.282,45,0,9.806,5.802,0,5.558,2.242e-5,0.058
0.232,1.492,20.646,105.862,6.576e-4,-180,0.055,2.182,45,-8.374e-9,9.806,5.368,4.262e-7,9.637,2.756e-4,0.061
0.241,1.69,21.489,89.509,0.001,-180,0.075,2.016,45,-1.614e-8,9.806,4.983,1.029e-6,13.673,5.672e-4,0.063
0.251,1.893,22.233,80.084,0.002,-180,0.092,1.784,45,-2.603e-8,9.806,4.619,0,17.673,3.808e-4,0.066
0.26,2.103,22.94,76.16,0.003,-180,0.108,1.511,45,-3.79e-8,9.806,4.325,-1.864e-6,21.682,-5.598e-4,0.068
0.269,2.319,23.627,74.144,0.004,-180,0.12,1.154,45,-5.14e-8,9.806,4.012,-1.443e-6,25.664,-2.04e-4,0.07
0.279,2.543,24.303,72.114,0.005,-180,0.129,0.723,45,-6.635e-8,9.806,3.676,-5.213e-7,29.618,4.744e-4,0.072
0.288,2.781,24.977,70.038,0.006,-180,0.134,0.211,45,-8.254e-8,9.806,3.311,1.849e-6,33.534,0.002,0.074
0.298,3.034,25.658,68.104,0.008,-180,0.133,0.394,45,-9.965e-8,9.806,2.913,-1.801e-6,37.371,0.001,0.076
0.308,3.294,26.327,66.943,0.009,-180,0.126,1.123,45,-1.163e-7,9.806,2.449,-3.37e-6,40.866,1.412e-4,0.078
0.318,3.56,26.986,65.847,0.01,-180,0.111,1.923,45,-1.315e-7,9.806,1.965,0,43.875,0.002,0.08
0.328,3.833,27.634,64.736,0.011,-180,0.088,2.772,45,-1.442e-7,9.806,1.475,3.351e-6,46.313,0.002,0.081
0.338,4.113,28.27,63.61,0.012,-179.999,0.056,3.655,45,-1.535e-7,9.806,0.984,-1.057e-5,48.093,0.002,0.083
0.348,4.399,28.895,62.467,0.012,-179.999,0.015,4.557,45,-1.582e-7,9.806,0.5,-4.597e-7,49.139,0.005,0.085
0.358,4.691,29.509,61.304,0.012,-179.999,0.035,5.508,45,-1.571e-7,9.806,0.034,7.002e-6,-49.334,0.067,0.087
0.368,4.989,30.111,60.122,0.012,-179.998,0.094,6.462,45,-1.49e-7,9.806,0.555,0,-48.536,0.004,0.089
0.378,5.293,30.702,59.056,0.01,-179.998,0.163,7.413,45,-1.327e-7,9.806,1.043,-4.753e-6,-46.743,0.003,0.09
0.388,5.603,31.285,58.235,0.008,-179.997,0.242,8.353,45,-1.071e-7,9.806,1.49,-1.014e-5,-43.975,0.003,0.092
0.398,5.918,31.86,57.412,0.006,-179.994,0.329,9.234,45,-7.084e-8,9.806,1.886,-8.888e-6,-40.268,0.003,0.094
0.408,6.228,32.406,56.614,0.002,-179.979,0.421,9.947,45,-2.492e-8,9.806,2.162,1.031e-6,-35.915,9.305e-4,0.095
0.416,6.496,32.866,55.901,0.002,-0.026,0.505,10.466,45,2.36e-8,9.806,2.346,4.873e-7,-31.7,1.182e-4,0.097
0.424,6.743,33.278,55.278,0.006,-0.009,0.584,10.866,45,7.523e-8,9.806,2.477,-2.064e-6,-27.541,0.002,0.098
0.431,6.974,33.657,54.714,0.01,-0.006,0.66,11.173,45,1.3e-7,9.806,2.567,-9.962e-7,-23.427,0.001,0.099
0.437,7.196,34.012,54.193,0.015,-0.004,0.734,11.401,45,1.882e-7,9.806,2.624,0,-19.34,0.002,0.1
0.443,7.411,34.35,53.704,0.02,-0.004,0.806,11.56,45,2.499e-7,9.806,2.651,0,-15.275,1.07e-4,0.101
0.449,7.622,34.676,53.24,0.025,-0.003,0.877,11.655,45,3.153e-7,9.806,2.654,-1.892e-6,-11.233,0.002,0.102
0.455,7.83,34.992,52.798,0.03,-0.003,0.947,11.691,45,3.849e-7,9.806,2.632,0,-7.207,7.26e-4,0.103
0.461,8.038,35.302,52.371,0.036,-0.002,1.016,11.668,45,4.589e-7,9.806,2.588,0,-3.198,2.841e-4,0.104
0.467,8.248,35.609,51.957,0.042,-0.002,1.084,11.589,45,5.379e-7,9.806,2.522,0,0.795,1.337e-4,0.105
0.473,8.46,35.915,51.553,0.049,-0.002,1.153,11.451,45,6.225e-7,9.806,2.434,0,4.765,0.003,0.106
0.479,8.678,36.224,51.229,0.056,-0.002,1.221,11.264,45,7.137e-7,9.806,2.323,-5.973e-7,8.717,0.003,0.107
0.485,8.903,36.541,51.13,0.064,-0.002,1.29,11.042,45,8.127e-7,9.806,2.187,1.091e-6,12.641,0.003,0.108
0.492,9.14,36.87,51.051,0.072,-0.002,1.36,10.75,45,9.215e-7,9.806,2.025,-1.734e-6,16.534,8.499e-4,0.109
0.499,9.392,37.218,50.978,0.082,-0.001,1.432,10.377,45,1.043e-6,9.806,1.831,0,20.387,0.001,0.11
0.506,9.669,37.594,50.9,0.093,-0.001,1.507,9.956,45,1.181e-6,9.806,1.636,-1.807e-6,24.207,0.002,0.111
0.514,9.975,38.005,50.821,0.105,-0.001,1.586,9.429,45,1.341e-6,9.806,1.407,-5.002e-6,27.974,0.002,0.112
0.523,10.327,38.472,50.739,0.12,-0.001,1.67,8.745,45,1.531e-6,9.806,1.12,3.871e-6,31.611,0.004,0.114
0.533,10.714,38.978,50.649,0.137,-0.001,1.753,7.919,45,1.749e-6,9.806,0.786,-3.289e-6,34.65,0.007,0.115
0.543,11.106,39.483,50.55,0.155,-9.357e-4,1.828,7.031,45,1.978e-6,9.806,0.439,-2.507e-6,36.613,0.007,0.117
0.553,11.504,39.988,50.443,0.174,-8.48e-4,1.893,6.081,45,2.215e-6,9.806,0.071,-2.215e-6,37.411,0.056,0.118
0.563,11.906,40.491,50.327,0.193,-7.676e-4,1.949,5.067,45,2.459e-6,9.806,0.322,3.028e-6,-36.795,0.01,0.12
0.573,12.313,40.993,50.195,0.213,-6.938e-4,1.994,4.068,45,2.71e-6,9.806,0.688,8.084e-7,-34.781,0.005,0.121
0.583,12.726,41.493,50.044,0.233,-6.259e-4,2.03,3.123,45,2.967e-6,9.806,1.014,2.163e-6,-31.426,0.003,0.123
0.593,13.143,41.992,49.877,0.253,-5.634e-4,2.057,2.276,45,3.227e-6,9.806,1.289,2.21e-6,-26.866,0.003,0.124
0.601,13.473,42.381,49.72,0.27,-5.181e-4,2.072,1.704,45,3.433e-6,9.806,1.461,-1.067e-6,-22.552,0.002,0.125
0.608,13.763,42.719,49.583,0.284,-4.808e-4,2.083,1.296,45,3.613e-6,9.806,1.573,0,-18.366,-8.722e-4,0.126
0.614,14.032,43.029,49.455,0.297,-4.483e-4,2.09,0.997,45,3.779e-6,9.806,1.647,-1.83e-6,-14.235,0.002,0.127
0.62,14.286,43.32,49.332,0.309,-4.189e-4,2.095,0.786,45,3.937e-6,9.806,1.692,2.359e-6,-10.151,-0.001,0.128
0.626,14.533,43.599,49.211,0.321,-3.917e-4,2.099,0.652,45,4.088e-6,9.806,1.71,3.994e-7,-6.103,9.428e-4,0.129
0.631,14.775,43.871,49.092,0.333,-3.662e-4,2.102,0.589,45,4.236e-6,9.806,1.706,0,-2.072,4.441e-4,0.129
0.637,15.016,44.14,48.972,0.344,-3.42e-4,2.105,0.593,45,4.383e-6,9.806,1.68,0,1.928,-1.543e-4,0.13
0.642,15.26,44.408,48.85,0.356,-3.186e-4,2.109,0.663,45,4.531e-6,9.806,1.632,0,5.904,5.686e-4,0.131
0.648,15.508,44.68,48.724,0.368,-2.958e-4,2.113,0.803,45,4.68e-6,9.806,1.563,1.4e-6,9.846,0.003,0.132
0.654,15.765,44.959,48.592,0.38,-2.732e-4,2.118,1.02,45,4.835e-6,9.806,1.468,1.601e-6,13.759,0.003,0.133
0.66,16.037,45.252,48.449,0.392,-2.506e-4,2.125,1.323,45,4.998e-6,9.806,1.346,-1.425e-6,17.626,0.001,0.134
0.666,16.332,45.565,48.292,0.406,-2.278e-4,2.135,1.724,45,5.174e-6,9.806,1.194,1.687e-6,21.431,0.003,0.134
0.673,16.661,45.912,48.173,0.422,-2.044e-4,2.149,2.255,45,5.37e-6,9.806,1.002,-5.925e-6,25.142,2.044e-4,0.135
0.682,17.051,46.326,48.897,0.44,-1.796e-4,2.172,3.037,45,5.603e-6,9.806,0.753,9.146e-6,28.675,0.005,0.137
0.692,17.517,46.827,50.014,0.462,-1.539e-4,2.208,4.086,45,5.882e-6,9.806,0.437,-1.061e-5,31.542,0.004,0.138
0.702,17.988,47.34,51.218,0.484,-1.322e-4,2.255,5.209,45,6.166e-6,9.806,0.114,-1.994e-6,32.836,0.02,0.14
0.712,18.464,47.845,50.429,0.507,-1.145e-4,2.311,6.143,45,6.456e-6,9.806,0.189,-1.505e-5,-32.525,0.016,0.141
0.722,18.944,48.321,47.549,0.53,-1.003e-4,2.375,6.835,45,6.755e-6,9.806,0.47,-1.872e-5,-30.645,0.009,0.143
0.732,19.43,48.781,45.859,0.555,-8.926e-5,2.446,7.547,45,7.062e-6,9.806,0.715,5.99e-6,-27.308,0.002,0.144
0.742,19.918,49.24,45.995,0.579,-8.07e-5,2.526,8.317,45,7.377e-6,9.806,0.911,2.564e-6,-22.726,-7.104e-4,0.145
0.75,20.302,49.599,46.162,0.599,-7.556e-5,2.592,8.81,45,7.63e-6,9.806,1.025,-4.89e-6,-18.433,0.003,0.146
0.756,20.642,49.915,46.298,0.617,-7.204e-5,2.654,9.184,45,7.858e-6,9.806,1.109,-3.48e-6,-14.233,0.003,0.147
0.763,20.955,50.206,46.429,0.634,-6.958e-5,2.712,9.438,45,8.072e-6,9.806,1.159,-1.297e-6,-10.11,0.003,0.148
0.769,21.252,50.481,46.561,0.65,-6.782e-5,2.769,9.592,45,8.278e-6,9.806,1.181,3.381e-7,-6.042,7.249e-5,0.149
0.774,21.543,50.75,46.698,0.666,-6.655e-5,2.824,9.659,45,8.483e-6,9.806,1.179,0,-2.02,0.003,0.15
0.78,21.832,51.016,46.843,0.682,-6.562e-5,2.879,9.643,45,8.689e-6,9.806,1.154,0,1.972,0.004,0.151
0.786,22.126,51.286,46.999,0.699,-6.488e-5,2.934,9.545,45,8.901e-6,9.806,1.107,0,5.921,0.006,0.151
0.792,22.429,51.564,47.169,0.716,-6.408e-5,2.99,9.359,45,9.124e-6,9.806,1.036,1.937e-6,9.824,0.008,0.152
0.798,22.752,51.86,47.356,0.735,-6.294e-5,3.048,9.075,45,9.364e-6,9.806,0.94,-3.394e-6,13.668,0.005,0.153
0.805,23.105,52.183,47.572,0.756,-6.097e-5,3.108,8.637,45,9.63e-6,9.806,0.799,-3.345e-6,17.407,0.003,0.154
0.813,23.518,52.559,47.826,0.781,-5.736e-5,3.174,8.007,45,9.945e-6,9.806,0.604,-3.251e-6,20.95,0.006,0.155
0.823,24.046,53.041,48.141,0.813,-5.035e-5,3.249,7.091,45,1.035e-5,9.806,0.334,-8.344e-6,23.989,0.006,0.157
0.833,24.578,53.526,48.487,0.846,-4.062e-5,3.316,6.108,45,1.077e-5,9.806,0.053,9.806e-6,25.23,0.053,0.158
0.843,25.116,54.014,48.82,0.879,-2.858e-5,3.372,5.117,45,1.12e-5,9.806,0.219,-1.913e-5,-24.579,0.021,0.16
0.853,25.659,54.505,49.123,0.913,-1.454e-5,3.418,4.179,45,1.163e-5,9.806,0.464,1.681e-6,-22.093,0.002,0.161
0.863,26.206,54.997,49.126,0.948,1.235e-6,3.456,3.355,45,1.207e-5,9.806,0.66,3.523e-7,-18.011,0.007,0.162
0.871,26.666,55.405,49.014,0.977,1.529e-5,3.481,2.8,45,1.244e-5,9.806,0.782,-4.416e-6,-13.588,0.007,0.164
0.878,27.053,55.746,48.909,1.001,2.729e-5,3.5,2.462,45,1.275e-5,9.806,0.851,-8.653e-7,-9.373,0.002,0.165
0.884,27.406,56.054,48.807,1.023,3.818e-5,3.514,2.266,45,1.303e-5,9.806,0.885,-8.873e-7,-5.254,0.005,0.166
0.89,27.744,56.347,48.705,1.044,4.835e-5,3.528,2.184,45,1.33e-5,9.806,0.892,-6.921e-7,-1.207,0.004,0.166
0.896,28.077,56.634,48.598,1.065,5.8e-5,3.541,2.204,45,1.356e-5,9.806,0.876,-1.081e-6,2.784,0.002,0.167
0.902,28.415,56.923,48.485,1.086,6.727e-5,3.554,2.324,45,1.383e-5,9.806,0.836,-1.774e-6,6.724,0.003,0.168
0.908,28.766,57.221,48.36,1.108,7.624e-5,3.569,2.551,45,1.411e-5,9.806,0.772,-2.26e-6,10.607,0.005,0.169
0.915,29.144,57.539,48.219,1.132,8.493e-5,3.587,2.901,45,1.441e-5,9.806,0.68,-5.967e-6,14.398,0.002,0.17
0.922,29.571,57.895,48.051,1.158,9.333e-5,3.61,3.408,45,1.475e-5,9.806,0.552,5.962e-6,18.056,0.006,0.171
0.931,30.093,58.325,47.833,1.191,1.016e-4,3.644,4.153,45,1.517e-5,9.806,0.371,1.111e-5,21.414,0.011,0.172
0.941,30.679,58.802,47.571,1.228,1.084e-4,3.69,5.087,45,1.563e-5,9.806,0.15,2.088e-5,23.546,0.017,0.174
0.951,31.269,59.276,47.29,1.265,1.129e-4,3.746,6.063,45,1.611e-5,9.806,0.076,-2.654e-5,-23.813,0.043,0.175
0.961,31.864,59.747,46.997,1.302,1.154e-4,3.812,7.058,45,1.659e-5,9.806,0.301,1.562e-5,-22.094,0.002,0.176
0.971,32.464,60.215,46.706,1.341,1.165e-4,3.887,7.932,45,1.708e-5,9.806,0.49,-9.412e-6,-18.525,0.004,0.178
0.98,33.012,60.637,46.455,1.377,1.167e-4,3.962,8.554,45,1.753e-5,9.806,0.618,6.478e-6,-13.954,1.116e-4,0.179
0.987,33.446,60.968,46.27,1.405,1.164e-4,4.024,8.893,45,1.789e-5,9.806,0.685,-3.395e-6,-9.697,0.003,0.18
0.994,33.836,61.262,46.123,1.431,1.158e-4,4.081,9.067,45,1.822e-5,9.806,0.715,0,-5.57,2.167e-4,0.181
1,34.208,61.541,46,1.456,1.152e-4,4.136,9.114,45,1.854e-5,9.806,0.719,0,-1.528,-6.757e-4,0.182
1.006,34.576,61.815,45.893,1.481,1.144e-4,4.191,9.072,45,1.886e-5,9.806,0.705,-1.129e-6,2.468,0.005,0.183
1.012,34.949,62.092,45.799,1.506,1.136e-4,4.245,8.916,45,1.918e-5,9.806,0.668,0,6.402,0.005,0.183
1.018,35.34,62.379,45.717,1.533,1.128e-4,4.3,8.638,45,1.952e-5,9.806,0.607,7.698e-7,10.241,4.319e-4,0.184
1.025,35.769,62.692,45.643,1.563,1.121e-4,4.358,8.211,45,1.99e-5,9.806,0.516,4.211e-6,13.968,0.002,0.185
1.033,36.271,63.056,45.571,1.598,1.114e-4,4.421,7.581,45,2.034e-5,9.806,0.385,-6.799e-6,17.496,-0.004,0.186
1.043,36.903,63.511,45.494,1.642,1.104e-4,4.492,6.648,45,2.091e-5,9.806,0.195,7.241e-6,20.355,-0.01,0.188
1.053,37.541,63.965,45.409,1.687,1.083e-4,4.554,5.639,45,2.149e-5,9.806,0.005,1.28e-5,-21.267,-0.636,0.189
1.063,38.183,64.418,45.312,1.733,1.042e-4,4.605,4.647,45,2.207e-5,9.806,0.196,1.415e-5,-20.178,-0.02,0.19
1.073,38.829,64.871,45.229,1.779,9.714e-5,4.647,3.766,45,2.266e-5,9.806,0.358,-1.642e-5,-17.195,1.24e-5,0.192
1.083,39.48,65.323,45.158,1.826,8.674e-5,4.681,3.087,45,2.326e-5,9.806,0.476,3.915e-6,-12.681,-0.003,0.193
1.091,39.989,65.673,45.086,1.863,7.603e-5,4.703,2.74,45,2.372e-5,9.806,0.53,2.232e-6,-8.398,-0.006,0.194
1.098,40.445,65.985,45.008,1.895,6.448e-5,4.721,2.59,45,2.413e-5,9.806,0.548,3.523e-7,-4.294,-0.009,0.195
1.104,40.883,66.283,44.927,1.927,5.189e-5,4.738,2.517,45,2.453e-5,9.806,0.554,-5.972e-7,-0.275,-0.006,0.196
1.111,41.315,66.575,44.84,1.957,3.838e-5,4.755,2.546,45,2.493e-5,9.806,0.543,7.247e-7,3.729,-0.006,0.197
1.117,41.752,66.868,44.742,1.989,2.394e-5,4.772,2.714,45,2.532e-5,9.806,0.507,5.993e-7,7.62,-0.011,0.198
1.124,42.218,67.179,44.625,2.022,8.239e-6,4.792,3.035,45,2.575e-5,9.806,0.443,5.216e-7,11.398,-0.004,0.198
1.132,42.749,67.53,44.478,2.06,-9.495e-6,4.818,3.552,45,2.623e-5,9.806,0.345,0,14.999,-5.304e-4,0.199
1.142,43.427,67.974,44.271,2.108,-3.113e-5,4.857,4.378,45,2.685e-5,9.806,0.191,-5.094e-6,18.115,-0.019,0.201
1.152,44.109,68.416,44.045,2.157,-5.095e-5,4.906,5.338,45,2.747e-5,9.806,0.016,4.518e-6,19.353,-0.237,0.202
1.162,44.795,68.855,43.799,2.206,-6.77e-5,4.965,6.404,45,2.81e-5,9.806,0.178,6.599e-6,-18.293,-0.022,0.203
1.172,45.486,69.292,43.558,2.256,-8.048e-5,5.034,7.34,45,2.873e-5,9.806,0.342,-7.362e-6,-15.026,-0.008,0.205
1.181,46.134,69.697,43.353,2.303,-8.879e-5,5.105,7.991,45,2.933e-5,9.806,0.452,-8.286e-6,-10.34,-0.007,0.206
1.188,46.625,70.001,43.219,2.34,-9.307e-5,5.163,8.294,45,2.979e-5,9.806,0.5,1.313e-6,-6.074,-0.016,0.207
